X_Acc,Y_Acc,Z_Acc,Activity,Semantic_Interpretation
-0.08,3.49,1.3075534,Downstairs,**General description:** Downstairs involves controlled descent with eccentric muscle actions to absorb impact and regulate speed. **Accelerometer patterns:** periodic impacts with sharper deceleration peaks at foot placement; vertical oscillations with slightly higher impact signatures than ascent; AP axis exhibits braking components. **Gyroscope patterns:** pitch decreases as the body lowers each step; subtle roll from lateral stabilization; occasional yaw adjustments at landings. **Body parts involved:** quadriceps and calves eccentrically control descent; hip stabilizers and core maintain balance; ankle strategy mitigates impact.
-0.27,5.28,0.27240697,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
-3.36,3.34,-1.4982382,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
1.54,10.84,-1.3756552,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
-0.19,9.08,1.334794,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
-3.21,7.35,-0.040861044,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
0.38,8.89,1.2666923,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
-2.87,13.8,-1.9885708,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
2.56,9.66,-3.445948,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
-4.56,8.05,0.313268,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
1.08,8.01,-0.7627395,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
-0.04,8.43,1.1168685,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
6.44,2.45,-0.08172209,Upstairs,"**General description:** Upstairs consists of ascending steps with repeated elevation changes and concentric muscle actions. Pace is moderate with distinct lift phases. **Accelerometer patterns:** stepwise periodic peaks higher than level walking; vertical axis shows larger upward impulses; AP axis indicates forward drive; slight pauses at step transitions. **Gyroscope patterns:** distinct pitch increases during each step-up and mild roll from lateral weight shift; yaw stable except at landings or turns. **Body parts involved:** quadriceps and gluteals for elevation, ankle plantarflexors for push-off; trunk and hip abductors stabilize; arm swing assists balance."
